Index,Book Name,Author,Rating,Number of Votes,Score,Image
2042,Chlorine Sky,Mahogany L. Browne,3.82,"4,100",53,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2043,Only the Beautiful,Susan Meissner,4.46,"29,105",53,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2044,The Witches of Vardø,Anya Bergman,3.87,"4,365",53,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2045,Leslie F*cking Jones,Leslie Jones,4.11,"13,088",53,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2046,Un-Trumping America: A Plan to Make America a Democracy Again,Dan Pfeiffer,4.21,"2,691",53,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2047,"Emily Wilde’s Map of the Otherlands (Emily Wilde, #2)",Heather Fawcett,4.31,"49,200",53,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2048,"Faye, Faraway",Helen Fisher,3.67,"3,930",53,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2049,"Deviant (Boys of Winter, #3)",Sheridan Anne,4.37,"6,604",53,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2050,The Last King of America: The Misunderstood Reign of George III,Andrew Roberts,4.24,"1,623",53,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2051,Black Cloud Rising,David Wright Faladé,3.78,"1,107",52,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2052,"When the Tiger Came Down the Mountain (The Singing Hills Cycle, #2)",Nghi Vo,4.18,"16,214",52,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2053,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,4.5,"114,281",52,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2054,X,Davey Davis,3.39,922,52,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2055,Bless the Daughter Raised by a Voice in Her Head,Warsan Shire,4.21,"8,106",52,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2056,Homestead,Melinda Moustakis,3.53,"2,697",52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2057,The Unsettled,Ayana Mathis,3.54,"2,834",52,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2058,How Can I Help You,Laura Sims,3.42,"12,549",52,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2059,"The Scorpion's Tail (Nora Kelly, #2)",Douglas Preston,4.24,"17,571",52,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2060,"A World Without Soil: The Past, Present, and Precarious Future of the Earth Beneath Our Feet",Jo Handelsman,4.01,99,52,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2061,A Place to Hang the Moon,Kate Albus,4.57,"18,174",51,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2062,The Golden Spoon,Jessa Maxwell,3.48,"42,050",51,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2063,The Final Case,David Guterson,3.12,"2,864",51,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2064,Ruined,Sarah Vaughn,3.64,"2,245",51,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2065,Keep Sharp: Build a Better Brain at Any Age,Sanjay Gupta,4.08,"11,309",51,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2066,"The Coven (Coven of Bones, #1)",Harper L. Woods,3.82,"49,036",51,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2067,Burma Sahib,Paul Theroux,3.97,"1,247",51,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2068,The Fury,Alex Michaelides,3.37,"154,892",51,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2069,"The Dare (Briar U, #4)",Elle Kennedy,3.76,"107,005",50,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2070,"Tragic Bonds (The Bonds That Tie, #5)",J. Bree,4.22,"70,048",50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2071,"Let's Play, Vol. 2",Leeanne M. Krecic,4.33,"2,036",50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2072,Lucky Red,Claudia Cravens,3.91,"4,711",50,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2073,The Quiet Tenant,Clémence Michallon,3.84,"100,847",50,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2074,The Lost Cause,Cory Doctorow,3.65,"1,295",50,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2075,"The Duchess Hunt (Once Upon a Dukedom, #2)",Lorraine Heath,4.09,"4,790",50,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2076,Group: How One Therapist and a Circle of Strangers Saved My Life,Christie Tate,3.81,"52,618",50,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2077,"The Cursed (Coven of Bones, #2)",Harper L. Woods,3.68,"22,243",50,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2078,Sentient: How Animals Illuminate the Wonder of Our Human Senses,Jackie Higgins,4.21,"1,120",50,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2079,"Long Island (Eilis Lacey, #2)",Colm Tóibín,3.79,"37,154",50,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2080,A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Matthew Hongoltz-Hetling,3.82,"4,963",49,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2081,Infinitum,Tim Fielder,4.15,295,49,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2082,"Where the Truth Lives (Where, #2)",Mia Sheridan,4.4,"8,367",49,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2083,Ten Lessons for a Post-Pandemic World,Fareed Zakaria,3.97,"5,665",49,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2084,"Resurrection (The Sainthood - Boys of Lowell High, #1)",Siobhan Davis ™,4.2,"18,501",49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2085,"The Broken Constitution: Lincoln, Slavery, and the Refounding of America",Noah Feldman,4.14,289,49,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2086,The Desert Knows Her Name,Lia Hills,3.9,179,49,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2087,"The Traitor Queen (The Bridge Kingdom, #2)",Danielle L. Jensen,4.23,"107,194",48,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2088,"Earl, Honey",D.S. Getson,4.53,"1,256",48,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2089,"Sleep No More (The Lost Night Files, #1)",Jayne Ann Krentz,3.91,"6,756",48,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2090,Dear Ava,Ilsa Madden-Mills,4.11,"52,318",48,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2091,2034: A Novel of the Next World War,Elliot Ackerman,3.8,"14,915",48,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2092,"Rebellion (The Sainthood - Boys of Lowell High, #2)",Siobhan Davis ™,4.29,"14,997",48,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2093,Is This Anything?,Jerry Seinfeld,3.72,"23,624",48,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2094,"Playboy Princes (Royals of Arbon Academy, #2)",Jaymin Eve,4.26,"9,224",47,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2095,Our Lady of Perpetual Hunger: A Memoir,Lisa Donovan,3.93,"2,447",47,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2096,His & Hers,Alice Feeney,4.08,"168,503",47,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2097,They Knew: How a Culture of Conspiracy Keeps America Complacent,Sarah Kendzior,3.93,"1,264",47,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2098,Dance Away with Me,Susan Elizabeth Phillips,4.04,"12,670",47,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2099,The Twin Paradox,Charles Wachter,3.72,857,47,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2100,"Reign (The Sainthood - Boys of Lowell High, #3)",Siobhan Davis ™,4.27,"12,413",47,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2101,"Poison Throne (Royals of Arbon Academy, #3)",Jaymin Eve,4.13,"7,614",46,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2102,This Is My America,Kim Johnson,4.46,"9,023",46,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2103,Kismet,Amina Akhtar,3.52,"9,444",46,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2104,Choosing Brave: How Mamie Till-Mobley and Emmett Till Sparked the Civil Rights Movement (Caldecott Honor Book),Angela Joy,4.67,"1,007",46,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2105,"Marriage and Murder (Solving for Pie: Cletus and Jenn Mysteries, #2)",Penny Reid,4.35,"6,050",46,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2106,The Blackout Book Club,Amy Lynn Green,3.93,"2,257",46,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2107,"Knockout (Hell's Belles, #3)",Sarah MacLean,4.22,"7,427",46,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2108,The Vanished Queen,Lisbeth Campbell,3.7,886,46,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2109,"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich,4.14,"24,972",46,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2110,56 Days,Catherine Ryan Howard,3.75,"55,945",46,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2111,Florence Adler Swims Forever,Rachel Beanland,3.88,"23,231",45,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2112,"Once Bitten (Shadow Guild: The Rebel, #1)",Linsey Hall,"really liked it
4.00","8,965",45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2113,Bad Fat Black Girl: Notes from a Trap Feminist,Sesali Bowen,4.45,"2,167",45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2114,Trust,Hernan Diaz,3.82,"124,824",45,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2115,"In Mercy, Rain (Wayward Children, #7.5)",Seanan McGuire,3.92,"2,792",45,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2116,"Engagement and Espionage (Solving for Pie: Cletus and Jenn Mysteries, #1)",Penny Reid,4.2,"7,989",45,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2117,Always Never,Jordi Lafebre,4.36,"8,082",45,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2118,Evil Geniuses: The Unmaking of America,Kurt Andersen,4.22,"3,311",45,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2119,"Lady of Shadows (Lady of Darkness, #2)",Melissa K. Roehrich,4.2,"17,609",45,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2120,"River of the Gods: Genius, Courage and Betrayal in the Search for the Source of the Nile",Candice Millard,3.84,"14,643",45,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2121,Between Two Trailers,J. Dana Trent,3.65,"1,892",45,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2122,"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins,3.76,"20,992",44,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2123,The Summer of June,Jamie Sumner,4.22,820,44,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2124,The Aquanaut: A Graphic Novel,Dan Santat,3.94,"3,393",44,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2125,"Not That Duke (Would-Be Wallflowers, #3)",Eloisa James,3.97,"5,371",44,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2126,"Democracy in One Book or Less: How It Works, Why It Doesn’t, and Why Fixing It Is Easier Than You Think",David Litt,4.23,807,44,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2127,"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.96,"589,494",44,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2128,"The Ride of Her Life: The True Story of a Woman, Her Horse, and Their Last-Chance Journey Across America",Elizabeth Letts,4.23,"12,255",43,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2129,Credence,Penelope Douglas,3.68,"405,524",43,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2130,The Last to Vanish,Megan Miranda,3.55,"72,624",43,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2131,"Where the Drowned Girls Go (Wayward Children, #7)",Seanan McGuire,4.05,"17,626",43,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2132,The Mother Code,Carole Stivers,3.56,"2,542",43,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2133,"Hunting Adeline (Cat and Mouse, #2)",H.D. Carlton,4.1,"396,617",43,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2134,"Nine Nasty Words: English in the Gutter — Then, Now, and Forever",John McWhorter,3.95,"3,774",43,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2135,Stepbrothers' Darling,K.A. Knight,"really liked it
4.00","5,888",42,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2136,"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet",Bjørn Lomborg,4.19,"2,412",42,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2137,"My Heart Is a Chainsaw (The Indian Lake Trilogy, #1)",Stephen Graham Jones,3.54,"42,504",42,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2138,"Ambush or Adore (Delightfully Deadly, #3)",Gail Carriger,4.17,"2,111",42,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2139,"Journey of the Pharaohs (NUMA Files, #17)",Clive Cussler,4.28,"6,804",42,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2140,"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole,4.13,"61,062",42,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2141,Shakespeare in a Divided America: What His Plays Tell Us about Our Past and Future,James Shapiro,4.1,"3,027",42,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2142,Time Is a Mother,Ocean Vuong,3.94,"29,887",41,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2143,The Boys,Katie Hafner,3.85,"3,405",41,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2144,Unspeakable: The Tulsa Race Massacre,Carole Boston Weatherford,4.48,"4,030",41,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2145,"The Storm Before the Calm: America's Discord, the Coming Crisis of the 2020s, and the Triumph Beyond",George Friedman,4.05,"2,072",41,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2146,"The Throne of Broken Gods (Gods and Monsters, #2)",Amber V. Nicole,4.23,"33,326",41,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2147,Where Snow Angels Go,Maggie O'Farrell,4.26,705,40,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2148,Lapvona,Ottessa Moshfegh,3.53,"73,587",40,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2149,The End of Mental Illness,Daniel G. Amen,4.03,"1,434",40,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2150,"Butler to the World: How Britain Helps the World's Worst People Launder Money, Commit Crimes, and Get Away with Anything",Oliver Bullough,"really liked it
4.00","2,500",40,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2151,The Recent East,Thomas Grattan,3.55,"1,219",39,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2152,We Ride Upon Sticks,Quan Barry,3.79,"16,224",39,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2153,O Beautiful,Jung Yun,3.66,"3,896",39,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2154,"Murder on an Irish Farm (Irish Village Mystery, #8)",Carlene O'Connor,4.21,"4,062",39,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2155,"Attack Surface (Little Brother, #3)",Cory Doctorow,3.94,"2,892",39,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2156,The XX Brain,Lisa Mosconi,4.01,"2,378",39,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2157,The Brother Years,Shannon Burke,4.09,146,38,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2158,"Suppression, Deception, Snobbery, and Bias: Why the Press Gets So Much Wrong—And Just Doesn't Care",Ari Fleischer,4.33,242,38,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2159,Tiny Nightmares: Very Short Stories of Horror,Lincoln Michel,3.38,"1,976",38,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2160,Angel & Hannah,Ishle Park,3.56,325,38,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2161,"The Dying Citizen: How Progressive Elites, Tribalism, and Globalization Are Destroying the Idea of America",Victor Davis Hanson,4.37,"1,615",38,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2162,Kent State: Four Dead in Ohio,Derf Backderf,4.47,"3,829",38,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2163,2030: How Today's Biggest Trends Will Collide and Reshape the Future of Everything,Mauro F. Guillén,3.7,"2,297",38,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2164,Waiting to Be Arrested at Night: A Uyghur Poet's Memoir of China's Genocide,Tahir Hamut Izgil,4.3,"1,654",38,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2165,The Letters of Shirley Jackson,Shirley Jackson,4.55,361,37,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2166,Ghost Forest,Pik-Shuen Fung,4.15,"5,016",37,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2167,I Know Who You Are: How an Amateur DNA Sleuth Unmasked the Golden State Killer and Changed Crime Fighting Forever,Barbara Rae-Venter,3.99,"1,744",37,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2168,The Barnabus Project,Eric Fan,4.38,"2,460",37,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2169,Seabreeze Sunset (Summer Beach #3),Jan Moran,4.39,"7,223",37,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2170,The Ghost Orchid (Alex Delaware #39),Jonathan Kellerman,4.21,"12,608",37,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2171,"Witch Please (Fix-It Witches, #1)",Ann Aguirre,3.39,"13,433",37,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2172,"The Undermining of Twyla and Frank (Hart and Mercy, #2)",Megan Bannen,4.11,"4,580",37,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2173,"Angry God (All Saints High, #3)",L.J. Shen,4.18,"50,993",36,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2174,"Laptop from Hell: Hunter Biden, Big Tech, and the Dirty Secrets the President Tried to Hide",Miranda Devine,4.38,"3,930",36,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2175,"Polysecure: Attachment, Trauma and Consensual Nonmonogamy",Jessica Fern,4.4,"12,219",36,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2176,Ophelia After All,Racquel Marie,4.05,"11,092",36,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2177,Dirty Laundry,Disha Bose,3.27,"11,958",36,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2178,Poesy the Monster Slayer,Cory Doctorow,3.79,309,36,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2179,The Weaver and the Witch Queen,Genevieve Gornichec,3.88,"7,246",36,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2180,Eddie's Boy (Butcher's Boy #4),Thomas Perry,4.24,"3,672",35,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2181,"Kiss of the Blood Prince (The Fae Universe, #1)",Alessa Thorn,3.74,"6,998",35,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2182,Don't Burn This Country: Surviving and Thriving in Our Woke Dystopia,Dave Rubin,3.91,465,35,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2183,None of This Is True,Lisa Jewell,4.12,"677,428",35,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2184,The Cat Man of Aleppo,Irene Latham,4.24,"1,754",35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2185,American Marxism,Mark R. Levin,4.17,"3,987",34,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2186,The Sorcerer of Pyongyang,Marcel Theroux,3.78,"1,297",34,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2187,"The Awakening as Told by the Boys (Zodiac Academy, #1.5)",Caroline Peckham,4.13,"28,449",34,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2188,The Great Stink: How Joseph Bazalgette Solved London's Poop Pollution Problem,Colleen Paeff,4.35,843,33,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
